id,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
860,23,28,17,27,22,22,21,16,17,1010,1014,1015,84,93,93,56,51,54,34,29,27,21,14,18,23,18,18,18,14,14,1013,1016,1016,1006,1012,1014,0,0,0
861,18,23,12,23,27,22,20,21,16,1012,1010,1014,93,84,93,65,56,51,28,34,29,17,21,14,22,23,18,16,18,14,1018,1013,1016,1007,1006,1012,7.37,0,0
862,19,26,11,18,23,27,11,20,21,1020,1012,1010,93,93,84,41,65,56,23,28,34,12,17,21,15,22,23,9,16,18,1021,1018,1013,1018,1007,1006,0,7.37,0
863,21,28,14,19,18,23,12,11,20,1016,1020,1012,93,93,93,46,41,65,26,23,28,11,12,17,14,15,22,11,9,16,1019,1021,1018,1014,1018,1007,0,0,7.37
864,23,28,17,21,19,18,15,12,11,1016,1016,1020,97,93,93,45,46,41,28,26,23,14,11,12,17,14,15,13,11,9,1017,1019,1021,1014,1014,1018,0,0,0
865,28,34,22,23,21,19,19,15,12,1016,1016,1016,93,97,93,67,45,46,28,28,26,17,14,11,21,17,14,16,13,11,1017,1017,1019,1014,1014,1014,0.25,0,0
866,29,35,23,28,23,21,22,19,15,1013,1016,1016,93,93,97,50,67,45,34,28,28,22,17,14,23,21,17,19,16,13,1015,1017,1017,1011,1014,1014,0,0.25,0
867,29,36,22,29,28,23,24,22,19,1010,1013,1016,93,93,93,56,50,67,35,34,28,23,22,17,26,23,21,22,19,16,1011,1015,1017,1008,1011,1014,0,0,0.25
868,28,37,18,29,29,28,21,24,22,1007,1010,1013,94,93,93,35,56,50,36,35,34,22,23,22,24,26,23,16,22,19,1008,1011,1015,1006,1008,1011,0,0,0
869,26,29,23,28,29,29,19,21,24,1009,1007,1010,93,94,93,33,35,56,37,36,35,18,22,23,22,24,26,16,16,22,1011,1008,1011,1007,1006,1008,0,0,0
870,28,33,22,26,28,29,22,19,21,1011,1009,1007,87,93,94,61,33,35,29,37,36,23,18,22,23,22,24,19,16,16,1013,1011,1008,1009,1007,1006,1.27,0,0
871,28,37,20,28,26,28,22,22,19,1008,1011,1009,100,87,93,52,61,33,33,29,37,22,23,18,23,23,22,20,19,16,1010,1013,1011,1006,1009,1007,14.22,1.27,0
872,27,32,21,28,28,26,22,22,22,1006,1008,1011,93,100,87,45,52,61,37,33,29,20,22,23,25,23,23,19,20,19,1008,1010,1013,1004,1006,1009,0,14.22,1.27
873,27,30,23,27,28,28,20,22,22,1010,1006,1008,87,93,100,52,45,52,32,37,33,21,20,22,23,25,23,17,19,20,1013,1008,1010,1008,1004,1006,0.76,0,14.22
874,25,32,17,27,27,28,21,20,22,1013,1010,1006,93,87,93,57,52,45,30,32,37,23,21,20,22,23,25,18,17,19,1015,1013,1008,1011,1008,1004,0,0.76,0
875,22,29,15,25,27,27,19,21,20,1012,1013,1010,93,93,87,44,57,52,32,30,32,17,23,21,22,22,23,16,18,17,1015,1015,1013,1010,1011,1008,0,0,0.76
876,22,29,15,22,25,27,15,19,21,1015,1012,1013,97,93,93,40,44,57,29,32,30,15,17,23,17,22,22,14,16,18,1017,1015,1015,1013,1010,1011,0,0,0
877,26,34,18,22,22,25,16,15,19,1013,1015,1012,93,97,93,40,40,44,29,29,32,15,15,17,17,17,22,14,14,16,1014,1017,1015,1011,1013,1010,0,0,0
878,30,38,22,26,22,22,21,16,15,1012,1013,1015,87,93,97,56,40,40,34,29,29,18,15,15,23,17,17,17,14,14,1014,1014,1017,1011,1011,1013,0,0,0
879,26,29,22,30,26,22,22,21,16,1011,1012,1013,88,87,93,48,56,40,38,34,29,22,18,15,26,23,17,18,17,14,1013,1014,1014,1010,1011,1011,8.89,0,0
880,28,34,22,26,30,26,20,22,21,1014,1011,1012,93,88,87,61,48,56,29,38,34,22,22,18,22,26,23,16,18,17,1019,1013,1014,1011,1010,1011,3.05,8.89,0
881,29,33,24,28,26,30,23,20,22,1011,1014,1011,94,93,88,60,61,48,34,29,38,22,22,22,26,22,26,21,16,18,1013,1019,1013,1009,1011,1010,0.51,3.05,8.89
882,27,34,19,29,28,26,23,23,20,1010,1011,1014,94,94,93,49,60,61,33,34,29,24,22,22,26,26,22,21,21,16,1011,1013,1019,1008,1009,1011,0,0.51,3.05
883,23,31,15,27,29,28,22,23,23,1010,1010,1011,91,94,94,52,49,60,34,33,34,19,24,22,24,26,26,17,21,21,1016,1011,1013,1006,1008,1009,0.51,0,0.51
884,24,33,15,23,27,29,13,22,23,1020,1010,1010,100,91,94,25,52,49,31,34,33,15,19,24,17,24,26,7,17,21,1022,1016,1011,1017,1006,1008,0,0.51,0
885,27,34,18,24,23,27,14,13,22,1021,1020,1010,90,100,91,26,25,52,33,31,34,15,15,19,18,17,24,11,7,17,1022,1022,1016,1019,1017,1006,0,0,0.51
886,24,32,17,27,24,23,19,14,13,1019,1021,1020,87,90,100,43,26,25,34,33,31,18,15,15,22,18,17,14,11,7,1021,1022,1022,1015,1019,1017,0,0,0
887,29,36,22,24,27,24,17,19,14,1015,1019,1021,93,87,90,35,43,26,32,34,33,17,18,15,20,22,18,13,14,11,1018,1021,1022,1011,1015,1019,0,0,0
888,25,30,19,29,24,27,21,17,19,1010,1015,1019,93,93,87,46,35,43,36,32,34,22,17,18,24,20,22,16,13,14,1012,1018,1021,1007,1011,1015,0,0,0
889,26,32,19,25,29,24,17,21,17,1013,1010,1015,93,93,93,51,46,35,30,36,32,19,22,17,20,24,20,16,16,13,1016,1012,1018,1011,1007,1011,0,0,0
890,25,28,21,26,25,29,19,17,21,1014,1013,1010,93,93,93,50,51,46,32,30,36,19,19,22,22,20,24,17,16,16,1017,1016,1012,1011,1011,1007,4.32,0,0
891,23,28,17,25,26,25,21,19,17,1014,1014,1013,97,93,93,65,50,51,28,32,30,21,19,19,21,22,20,20,17,16,1016,1017,1016,1013,1011,1011,0,4.32,0
892,27,34,19,23,25,26,19,21,19,1012,1014,1014,100,97,93,67,65,50,28,28,32,17,21,19,21,21,22,18,20,17,1015,1016,1017,1009,1013,1011,0.76,0,4.32
893,26,31,21,27,23,25,19,19,21,1011,1012,1014,97,100,97,36,67,65,34,28,28,19,17,21,21,21,21,16,18,20,1012,1015,1016,1009,1009,1013,0,0.76,0
894,28,32,23,26,27,23,21,19,19,1011,1011,1012,97,97,100,55,36,67,31,34,28,21,19,17,24,21,21,17,16,18,1016,1012,1015,1009,1009,1009,9.14,0,0.76
895,23,29,17,28,26,27,23,21,19,1011,1011,1011,91,97,97,63,55,36,32,31,34,23,21,19,24,24,21,21,17,16,1013,1016,1012,1008,1009,1009,0,9.14,0
896,23,31,14,23,28,26,19,23,21,1016,1011,1011,93,91,97,48,63,55,29,32,31,17,23,21,23,24,24,16,21,17,1020,1013,1016,1013,1008,1009,0,0,9.14
897,23,31,15,23,23,28,16,19,23,1022,1016,1011,93,93,91,40,48,63,31,29,32,14,17,23,17,23,24,14,16,21,1024,1020,1013,1021,1013,1008,0,0,0
898,24,32,17,23,23,23,16,16,19,1022,1022,1016,100,93,93,39,40,48,31,31,29,15,14,17,18,17,23,15,14,16,1024,1024,1020,1019,1021,1013,0,0,0
899,27,33,20,24,23,23,17,16,16,1018,1022,1022,93,100,93,41,39,40,32,31,31,17,15,14,18,18,17,16,15,14,1020,1024,1024,1016,1019,1021,0,0,0
900,26,33,18,27,24,23,18,17,16,1019,1018,1022,84,93,100,38,41,39,33,32,31,20,17,15,20,18,18,17,16,15,1020,1020,1024,1017,1016,1019,0,0,0
901,28,34,21,26,27,24,18,18,17,1018,1019,1018,93,84,93,38,38,41,33,33,32,18,20,17,19,20,18,17,17,16,1020,1020,1020,1015,1017,1016,0,0,0
902,23,26,20,28,26,27,18,18,18,1014,1018,1019,79,93,84,41,38,38,34,33,33,21,18,20,20,19,20,17,17,17,1016,1020,1020,1013,1015,1017,0,0,0
903,19,24,13,23,28,26,20,18,18,1014,1014,1018,97,79,93,79,41,38,26,34,33,20,21,18,21,20,19,19,17,17,1017,1016,1020,1012,1013,1015,43.69,0,0
904,18,25,12,19,23,28,17,20,18,1009,1014,1014,97,97,79,57,79,41,24,26,34,13,20,21,20,21,20,10,19,17,1013,1017,1016,1005,1012,1013,9.14,43.69,0
905,21,29,11,18,19,23,11,17,20,1012,1009,1014,84,97,97,36,57,79,25,24,26,12,13,20,14,20,21,8,10,19,1013,1013,1017,1010,1005,1012,2.03,9.14,43.69
906,24,30,18,21,18,19,12,11,17,1013,1012,1009,93,84,97,34,36,57,29,25,24,11,12,13,14,14,20,11,8,10,1014,1013,1013,1011,1010,1005,0,2.03,9.14
907,26,33,18,24,21,18,15,12,11,1011,1013,1012,84,93,84,48,34,36,30,29,25,18,11,12,19,14,14,11,11,8,1013,1014,1013,1009,1011,1010,0,0,2.03
908,17,24,10,26,24,21,19,15,12,1010,1011,1013,90,84,93,47,48,34,33,30,29,18,18,11,24,19,14,14,11,11,1016,1013,1014,1006,1009,1011,0.25,0,0
909,18,28,8,17,26,24,7,19,15,1020,1010,1011,89,90,84,33,47,48,24,33,30,10,18,18,11,24,19,6,14,11,1022,1016,1013,1017,1006,1009,0,0.25,0
910,19,28,11,18,17,26,10,7,19,1021,1020,1010,93,89,90,30,33,47,28,24,33,8,10,18,13,11,24,7,6,14,1023,1022,1016,1019,1017,1006,0,0,0.25
911,21,29,13,19,18,17,13,10,7,1021,1021,1020,96,93,89,45,30,33,28,28,24,11,8,10,16,13,11,10,7,6,1023,1023,1022,1019,1019,1017,0,0,0
912,25,31,19,21,19,18,15,13,10,1020,1021,1021,93,96,93,44,45,30,29,28,28,13,11,8,18,16,13,12,10,7,1022,1023,1023,1017,1019,1019,0,0,0
913,22,27,18,25,21,19,18,15,13,1013,1020,1021,87,93,96,55,44,45,31,29,28,19,13,11,21,18,16,16,12,10,1017,1022,1023,1009,1017,1019,7.87,0,0
914,20,23,16,22,25,21,19,18,15,1011,1013,1020,90,87,93,62,55,44,27,31,29,18,19,13,21,21,18,16,16,12,1015,1017,1022,1008,1009,1017,18.8,7.87,0
915,21,26,17,20,22,25,16,19,18,1017,1011,1013,100,90,87,68,62,55,23,27,31,16,18,19,17,21,21,15,16,16,1019,1015,1017,1015,1008,1009,0,18.8,7.87
916,24,31,17,21,20,22,17,16,19,1016,1017,1011,93,100,90,67,68,62,26,23,27,17,16,18,19,17,21,16,15,16,1019,1019,1015,1014,1015,1008,0,0,18.8
917,27,34,21,24,21,20,18,17,16,1013,1016,1017,100,93,100,51,67,68,31,26,23,17,17,16,21,19,17,17,16,15,1014,1019,1019,1011,1014,1015,0,0,0
918,28,34,21,27,24,21,19,18,17,1012,1013,1016,90,100,93,44,51,67,34,31,26,21,17,17,21,21,19,18,17,16,1013,1014,1019,1010,1011,1014,0,0,0
919,29,35,23,28,27,24,20,19,18,1010,1012,1013,90,90,100,44,44,51,34,34,31,21,21,17,21,21,21,19,18,17,1012,1013,1014,1008,1010,1011,0,0,0
920,28,33,22,29,28,27,19,20,19,1009,1010,1012,79,90,90,39,44,44,35,34,34,23,21,21,21,21,21,18,19,18,1010,1012,1013,1007,1008,1010,0,0,0
921,29,34,24,28,29,28,19,19,20,1010,1009,1010,87,79,90,44,39,44,33,35,34,22,23,21,22,21,21,18,18,19,1012,1010,1012,1009,1007,1008,1.02,0,0
922,29,37,22,29,28,29,21,19,19,1011,1010,1009,82,87,79,46,44,39,34,33,35,24,22,23,22,22,21,20,18,18,1012,1012,1010,1010,1009,1007,0,1.02,0
923,23,28,19,29,29,28,22,21,19,1010,1011,1010,93,82,87,42,46,44,37,34,33,22,24,22,24,22,22,21,20,18,1013,1012,1012,1008,1010,1009,16,0,1.02
924,22,27,18,23,29,29,22,22,21,1013,1010,1011,100,93,82,74,42,46,28,37,34,19,22,24,23,24,22,17,21,20,1015,1013,1012,1010,1008,1010,30.23,16,0
925,22,28,15,22,23,29,18,22,22,1013,1013,1010,100,100,93,58,74,42,27,28,37,18,19,22,19,23,24,17,17,21,1015,1015,1013,1010,1010,1008,9.91,30.23,16
926,22,29,14,22,22,23,17,18,22,1015,1013,1013,100,100,100,54,58,74,28,27,28,15,18,19,20,19,23,14,17,17,1018,1015,1015,1012,1010,1010,7.62,9.91,30.23
927,16,21,10,22,22,22,17,17,18,1014,1015,1013,90,100,100,49,54,58,29,28,27,14,15,18,18,20,19,14,14,17,1017,1018,1015,1013,1012,1010,4.06,7.62,9.91
928,16,22,9,16,22,22,11,17,17,1022,1014,1015,93,90,100,44,49,54,21,29,28,10,14,15,13,18,20,8,14,14,1025,1017,1018,1018,1013,1012,0,4.06,7.62
929,19,27,11,16,16,22,9,11,17,1021,1022,1014,93,93,90,44,44,49,22,21,29,9,10,14,10,13,18,8,8,14,1023,1025,1017,1018,1018,1013,0,0,4.06
930,22,29,16,19,16,16,12,9,11,1012,1021,1022,89,93,93,48,44,44,27,22,21,11,9,10,16,10,13,9,8,8,1017,1023,1025,1008,1018,1018,0,0,0
931,26,32,20,22,19,16,16,12,9,1008,1012,1021,90,89,93,51,48,44,29,27,22,16,11,9,18,16,10,14,9,8,1010,1017,1023,1007,1008,1018,0,0,0
932,26,32,21,26,22,19,15,16,12,1009,1008,1012,73,90,89,34,51,48,32,29,27,20,16,11,18,18,16,13,14,9,1012,1010,1017,1007,1007,1008,0,0,0
933,24,33,16,26,26,22,19,15,16,1011,1009,1008,90,73,90,46,34,51,32,32,29,21,20,16,22,18,18,17,13,14,1013,1012,1010,1007,1007,1007,0,0,0
934,16,21,12,24,26,26,19,19,15,1007,1011,1009,84,90,73,51,46,34,33,32,32,16,21,20,21,22,18,13,17,13,1012,1013,1012,1005,1007,1007,0,0,0
935,15,21,9,16,24,26,12,19,19,1013,1007,1011,89,84,90,53,51,46,21,33,32,12,16,21,14,21,22,10,13,17,1019,1012,1013,1011,1005,1007,10.92,0,0
936,18,26,11,15,16,24,10,12,19,1020,1013,1007,96,89,84,47,53,51,21,21,33,9,12,16,11,14,21,8,10,13,1023,1019,1012,1019,1011,1005,0,10.92,0
937,22,28,15,18,15,16,11,10,12,1017,1020,1013,89,96,89,42,47,53,26,21,21,11,9,12,13,11,14,9,8,10,1020,1023,1019,1014,1019,1011,0,0,10.92
938,23,29,17,22,18,15,17,11,10,1014,1017,1020,100,89,96,55,42,47,28,26,21,15,11,9,19,13,11,13,9,8,1016,1020,1023,1012,1014,1019,0,0,0
939,22,24,20,23,22,18,19,17,11,1016,1014,1017,100,100,89,58,55,42,29,28,26,17,15,11,21,19,13,16,13,9,1018,1016,1020,1014,1012,1014,0.76,0,0
940,22,26,18,22,23,22,19,19,17,1018,1016,1014,93,100,100,82,58,55,24,29,28,20,17,15,21,21,19,18,16,13,1020,1018,1016,1016,1014,1012,6.6,0.76,0
941,21,26,15,22,22,23,18,19,19,1017,1018,1016,100,93,100,60,82,58,26,24,29,18,20,17,19,21,21,16,18,16,1019,1020,1018,1015,1016,1014,11.18,6.6,0.76
942,19,27,11,21,22,22,18,18,19,1020,1017,1018,100,100,93,60,60,82,26,26,24,15,18,20,19,19,21,13,16,18,1022,1019,1020,1018,1015,1016,6.6,11.18,6.6
943,21,29,13,19,21,22,13,18,18,1020,1020,1017,100,100,100,42,60,60,27,26,26,11,15,18,15,19,19,9,13,16,1023,1022,1019,1017,1018,1015,0,6.6,11.18
944,23,31,14,21,19,21,13,13,18,1014,1020,1020,93,100,100,37,42,60,29,27,26,13,11,15,15,15,19,12,9,13,1017,1023,1022,1011,1017,1018,0,0,6.6
945,16,22,9,23,21,19,16,13,13,1012,1014,1020,90,93,100,36,37,42,31,29,27,14,13,11,17,15,15,14,12,9,1014,1017,1023,1010,1011,1017,0,0,0
946,14,21,7,16,23,21,12,16,13,1019,1012,1014,93,90,93,40,36,37,22,31,29,9,14,13,18,17,15,7,14,12,1022,1014,1017,1014,1010,1011,20.32,0,0
947,13,19,7,14,16,23,7,12,16,1023,1019,1012,93,93,90,37,40,36,21,22,31,7,9,14,8,18,17,5,7,14,1025,1022,1014,1022,1014,1010,0,20.32,0
948,12,18,6,13,14,16,6,7,12,1026,1023,1019,86,93,93,44,37,40,19,21,22,7,7,9,8,8,18,5,5,7,1028,1025,1022,1024,1022,1014,0,0,20.32
949,11,17,4,12,13,14,6,6,7,1026,1026,1023,86,86,93,44,44,37,18,19,21,6,7,7,7,8,8,4,5,5,1029,1028,1025,1022,1024,1022,0,0,0
950,13,20,6,11,12,13,4,6,6,1021,1026,1026,89,86,86,39,44,44,17,18,19,4,6,7,6,7,8,3,4,5,1023,1029,1028,1019,1022,1024,0,0,0
951,13,16,9,13,11,12,6,4,6,1022,1021,1026,89,89,86,44,39,44,20,17,18,6,4,6,8,6,7,5,3,4,1025,1023,1029,1021,1019,1022,0,0,0
952,19,26,12,13,13,11,10,6,4,1023,1022,1021,93,89,89,72,44,39,16,20,17,9,6,4,12,8,6,8,5,3,1025,1025,1023,1021,1021,1019,0,0,0
953,21,26,16,19,13,13,12,10,6,1021,1023,1022,93,93,89,39,72,44,26,16,20,12,9,6,13,12,8,10,8,5,1023,1025,1025,1020,1021,1021,0,0,0
954,21,28,13,21,19,13,14,12,10,1020,1021,1023,90,93,93,50,39,72,26,26,16,16,12,9,16,13,12,13,10,8,1022,1023,1025,1017,1020,1021,0,0,0
955,14,19,8,21,21,19,12,14,12,1017,1020,1021,90,90,93,31,50,39,28,26,26,13,16,12,15,16,13,7,13,10,1022,1022,1023,1015,1017,1020,0,0,0
956,17,27,6,14,21,21,7,12,14,1026,1017,1020,93,90,90,42,31,50,19,28,26,8,13,16,12,15,16,5,7,13,1029,1022,1022,1022,1015,1017,0,0,0
957,24,34,13,17,14,21,9,7,12,1018,1026,1017,89,93,90,39,42,31,27,19,28,6,8,13,13,12,15,5,5,7,1024,1029,1022,1011,1022,1015,0,0,0
958,16,25,7,24,17,14,12,9,7,1004,1018,1026,93,89,93,23,39,42,34,27,19,13,6,8,15,13,12,7,5,5,1010,1024,1029,999,1011,1022,0,0,0
959,17,29,4,16,24,17,1,12,9,1010,1004,1018,55,93,89,15,23,39,25,34,27,7,13,6,7,15,13,-3,7,5,1013,1010,1024,1007,999,1011,0,0,0
960,14,23,6,17,16,24,2,1,12,1014,1010,1004,76,55,93,17,15,23,29,25,34,4,7,13,5,7,15,1,-3,7,1016,1013,1010,1011,1007,999,0,0,0
961,13,22,4,14,17,16,3,2,1,1019,1014,1010,76,76,55,25,17,15,23,29,25,6,4,7,6,5,7,2,1,-3,1021,1016,1013,1016,1011,1007,0,0,0
962,8,17,0,13,14,17,2,3,2,1023,1019,1014,86,76,76,22,25,17,22,23,29,4,6,4,7,6,5,-2,2,1,1031,1021,1016,1018,1016,1011,0,0,0
963,11,17,6,8,13,14,-1,2,3,1032,1023,1019,82,86,76,27,22,25,17,22,23,0,4,6,1,7,6,-2,-2,2,1035,1031,1021,1030,1018,1016,0,0,0
964,16,25,7,11,8,13,-1,-1,2,1030,1032,1023,67,82,86,30,27,22,17,17,22,6,0,4,1,1,7,-2,-2,-2,1033,1035,1031,1028,1030,1018,0,0,0
965,22,28,16,16,11,8,3,-1,-1,1022,1030,1032,65,67,82,29,30,27,25,17,17,7,6,0,7,1,1,1,-2,-2,1027,1033,1035,1016,1028,1030,0,0,0
966,21,28,13,22,16,11,6,3,-1,1012,1022,1030,47,65,67,29,29,30,28,25,17,16,7,6,9,7,1,2,1,-2,1016,1027,1033,1009,1016,1028,0,0,0
967,18,22,14,21,22,16,9,6,3,1011,1012,1022,73,47,65,36,29,29,28,28,25,13,16,7,13,9,7,6,2,1,1012,1016,1027,1009,1009,1016,0,0,0
968,16,19,12,18,21,22,11,9,6,1019,1011,1012,80,73,47,52,36,29,22,28,28,14,13,16,13,13,9,8,6,2,1023,1012,1016,1012,1009,1009,0.51,0,0
969,18,23,12,16,18,21,9,11,9,1021,1019,1011,83,80,73,60,52,36,19,22,28,12,14,13,13,13,13,8,8,6,1024,1023,1012,1014,1012,1009,2.29,0.51,0
970,11,18,3,18,16,18,14,9,11,1010,1021,1019,93,83,80,57,60,52,23,19,22,12,12,14,17,13,13,8,8,8,1015,1024,1023,1006,1014,1012,3.3,2.29,0.51
971,9,19,-1,11,18,16,4,14,9,1019,1010,1021,80,93,83,30,57,60,18,23,19,3,12,12,9,17,13,-1,8,8,1025,1015,1024,1014,1006,1014,0,3.3,2.29
972,10,17,3,9,11,18,1,4,14,1026,1019,1010,92,80,93,29,30,57,19,18,23,-1,3,12,4,9,17,-1,-1,8,1029,1025,1015,1024,1014,1006,0,0,3.3
973,10,14,5,10,9,11,2,1,4,1023,1026,1019,82,92,80,34,29,30,17,19,18,3,-1,3,6,4,9,1,-1,-1,1025,1029,1025,1019,1024,1014,0,0,0
974,8,14,2,10,10,9,6,2,1,1013,1023,1026,93,82,92,50,34,29,14,17,19,5,3,-1,9,6,4,2,1,-1,1019,1025,1029,1008,1019,1024,0,0,0
975,6,13,-2,8,10,10,1,6,2,1009,1013,1023,93,93,82,30,50,34,14,14,17,2,5,3,9,9,6,-6,2,1,1011,1019,1025,1006,1008,1019,0,0,0
976,4,12,-3,6,8,10,-2,1,6,1015,1009,1013,82,93,93,41,30,50,13,14,14,-2,2,5,0,9,9,-5,-6,2,1018,1011,1019,1011,1006,1008,0,0,0
977,12,18,6,4,6,8,1,-2,1,1015,1015,1009,92,82,93,38,41,30,12,13,14,-3,-2,2,6,0,9,-4,-5,-6,1018,1018,1011,1010,1011,1006,5.84,0,0
978,15,26,4,12,4,6,7,1,-2,1008,1015,1015,100,92,82,52,38,41,18,12,13,6,-3,-2,8,6,0,5,-4,-5,1011,1018,1018,1007,1010,1011,0.76,5.84,0
979,18,27,9,15,12,4,6,7,1,1010,1008,1015,93,100,92,29,52,38,26,18,12,4,6,-3,8,8,6,4,5,-4,1012,1011,1018,1008,1007,1010,0,0.76,5.84
980,16,26,7,18,15,12,6,6,7,1011,1010,1008,77,93,100,23,29,52,27,26,18,9,4,6,8,8,8,4,4,5,1012,1012,1011,1009,1008,1007,0,0,0.76
981,18,23,14,16,18,15,11,6,6,1010,1011,1010,100,77,93,40,23,29,26,27,26,7,9,4,13,8,8,3,4,4,1012,1012,1012,1008,1009,1008,0,0,0
982,13,19,6,18,16,18,14,11,6,1010,1010,1011,93,100,77,57,40,23,23,26,27,14,7,9,14,13,8,13,3,4,1012,1012,1012,1008,1008,1009,0,0,0
983,8,14,1,13,18,16,9,14,11,1009,1010,1010,90,93,100,48,57,40,19,23,26,6,14,7,15,14,13,2,13,3,1016,1012,1012,1005,1008,1008,0,0,0
984,6,15,-3,8,13,18,0,9,14,1023,1009,1010,96,90,93,33,48,57,14,19,23,1,6,14,2,15,14,-2,2,13,1028,1016,1012,1017,1005,1008,0,0,0
985,8,17,-2,6,8,13,-2,0,9,1030,1023,1009,92,96,90,25,33,48,15,14,19,-3,1,6,2,2,15,-6,-2,2,1032,1028,1016,1028,1017,1005,0,0,0
986,9,18,1,8,6,8,-1,-2,0,1024,1030,1023,82,92,96,34,25,33,17,15,14,-2,-3,1,2,2,2,-4,-6,-2,1028,1032,1028,1021,1028,1017,0,0,0
987,9,16,2,9,8,6,0,-1,-2,1019,1024,1030,76,82,92,34,34,25,18,17,15,1,-2,-3,2,2,2,-3,-4,-6,1021,1028,1032,1016,1021,1028,0,0,0
988,6,9,2,9,9,8,3,0,-1,1012,1019,1024,92,76,82,54,34,34,16,18,17,2,1,-2,7,2,2,-1,-3,-4,1016,1021,1028,1008,1016,1021,0,0,0
989,8,13,2,6,9,9,4,3,0,1000,1012,1019,100,92,76,76,54,34,9,16,18,2,2,1,8,7,2,1,-1,-3,1009,1016,1021,992,1008,1016,7.37,0,0
990,7,16,-3,8,6,9,-2,4,3,1019,1000,1012,76,100,92,29,76,54,13,9,16,2,2,2,1,8,7,-5,1,-1,1025,1009,1016,1010,992,1008,0,7.37,0
991,9,20,-2,7,8,6,-3,-2,4,1024,1019,1000,82,76,100,26,29,76,16,13,9,-3,2,2,0,1,8,-6,-5,1,1027,1025,1009,1021,1010,992,0,0,7.37
992,10,17,2,9,7,8,1,-3,-2,1020,1024,1019,92,82,76,29,26,29,20,16,13,-2,-3,2,3,0,1,-3,-6,-5,1022,1027,1025,1018,1021,1010,0,0,0
993,13,15,11,10,9,7,5,1,-3,1015,1020,1024,77,92,82,46,29,26,17,20,16,2,-2,-3,9,3,0,-1,-3,-6,1020,1022,1027,1009,1018,1021,0,0,0
994,11,16,6,13,10,9,12,5,1,1004,1015,1020,100,77,92,66,46,29,15,17,20,11,2,-2,14,9,3,7,-1,-3,1009,1020,1022,1001,1009,1018,1.27,0,0
995,7,11,2,11,13,10,9,12,5,998,1004,1015,100,100,77,86,66,46,16,15,17,6,11,2,15,14,9,4,7,-1,1002,1009,1020,993,1001,1009,24.13,1.27,0
996,4,10,-1,7,11,13,2,9,12,997,998,1004,93,100,100,53,86,66,11,16,15,2,6,11,5,15,14,-5,4,7,1014,1002,1009,991,993,1001,0.76,24.13,1.27
997,6,11,-1,4,7,11,-8,2,9,1022,997,998,63,93,100,23,53,86,10,11,16,-1,2,6,-4,5,15,-11,-5,4,1024,1014,1002,1015,991,993,0,0.76,24.13
998,-1,2,-4,6,4,7,-2,-8,2,1019,1022,997,92,63,93,42,23,53,11,10,11,-1,-1,2,3,-4,5,-4,-11,-5,1026,1024,1014,1011,1015,991,1.52,0,0.76
999,3,12,-6,-1,6,4,-6,-2,-8,1028,1019,1022,92,92,63,44,42,23,2,11,10,-4,-1,-1,-3,3,-4,-9,-4,-11,1032,1026,1024,1022,1011,1015,0,1.52,0
1000,7,16,-3,3,-1,6,-6,-6,-2,1018,1028,1019,81,92,92,28,44,42,12,2,11,-6,-4,-1,-2,-3,3,-8,-9,-4,1022,1032,1026,1014,1022,1011,0,0,1.52
1001,8,15,1,7,3,-1,-2,-6,-6,1020,1018,1028,85,81,92,29,28,44,16,12,2,-3,-6,-4,-1,-2,-3,-5,-8,-9,1022,1022,1032,1018,1014,1022,0,0,0
1002,10,16,3,8,7,3,1,-2,-6,1014,1020,1018,82,85,81,43,29,28,15,16,12,1,-3,-6,4,-1,-2,-3,-5,-8,1018,1022,1022,1011,1018,1014,0,0,0
1003,0,3,-4,10,8,7,4,1,-2,1013,1014,1020,85,82,85,59,43,29,16,15,16,3,1,-3,9,4,-1,1,-3,-5,1019,1018,1022,1010,1011,1018,0,0,0
1004,-5,-4,-6,0,10,8,-2,4,1,1025,1013,1014,100,85,82,75,59,43,3,16,15,-4,3,1,2,9,4,-7,1,-3,1032,1019,1018,1019,1010,1011,6.6,0,0
1005,-2,-1,-4,-5,0,10,-8,-2,4,1036,1025,1013,84,100,85,74,75,59,-4,3,16,-6,-4,3,-7,2,9,-9,-7,1,1038,1032,1019,1033,1019,1010,0,6.6,0
1006,0,1,-1,-2,-5,0,-7,-8,-2,1032,1036,1025,81,84,100,63,74,75,-1,-4,3,-4,-6,-4,-5,-7,2,-8,-9,-7,1035,1038,1032,1030,1033,1019,0,0,6.6
1007,-1,1,-3,0,-2,-5,-2,-7,-8,1026,1032,1036,92,81,84,72,63,74,1,-1,-4,-1,-4,-6,-1,-5,-7,-4,-8,-9,1031,1035,1038,1022,1030,1033,0.76,0,0
